,exp,edu,scale,avgsalary,lnsalary,city,type,industry
2726,3-4年经验,大专,1000-5000人,3.75,1.3217558399823195,广州,合资,其他
2727,无工作经验,中专,500-1000人,7.0,1.9459101490553128,成都,民营公司,计算机软件
2728,3-4年经验,本科,150-500人,16.0,2.772588722239781,广州,民营公司,其他
2729,2年经验,无学历要求,150-500人,6.25,1.8325814637483104,上海,上市公司,互联网/电子商务
2730,2年经验,大专,500-1000人,7.45,2.0082140323914683,上海,民营公司,服装/纺织/皮革
2731,2年经验,大专,1000-5000人,6.0,1.791759469228055,上海,外资企业,专业服务(咨询、人力资源、财会)
2732,5-7年经验,大专,少于50人,17.5,2.862200880929469,深圳,民营公司,计算机软件
2733,1年经验,本科,500-1000人,8.0,2.079441541679836,其他,民营公司,其他
2734,无工作经验,高中,150-500人,9.0,2.19722457733622,合肥,民营公司,通信/电信运营、增值服务
2735,5-7年经验,硕士,150-500人,20.833333333333336,3.036554268074246,杭州,外资企业,互联网/电子商务
2736,5-7年经验,本科,10000人以上,15.0,2.7080502011022096,其他,上市公司,其他
2737,1年经验,大专,50-150人,6.75,1.9095425048844383,其他,民营公司,服装/纺织/皮革
2738,1年经验,本科,10000人以上,7.0,1.9459101490553128,上海,外资企业,互联网/电子商务
2739,2年经验,大专,500-1000人,3.75,1.3217558399823195,武汉,民营公司,服装/纺织/皮革
2740,无工作经验,中专,50-150人,4.75,1.5581446180465501,其他,民营公司,其他
2741,5-7年经验,本科,150-500人,14.583333333333336,2.6798793241355137,武汉,国企,计算机软件
2742,3-4年经验,大专,50-150人,5.833333333333334,1.7635885922613588,西安,民营公司,快速消费品(食品、饮料、化妆品)
2743,无工作经验,高中,150-500人,6.0,1.791759469228055,武汉,民营公司,计算机软件
2744,1年经验,大专,150-500人,4.5,1.5040773967762742,广州,民营公司,服装/纺织/皮革
2745,3-4年经验,大专,150-500人,7.0,1.9459101490553128,北京,民营公司,其他
2746,无工作经验,大专,50-150人,5.0,1.6094379124341005,合肥,民营公司,互联网/电子商务
2747,3-4年经验,无学历要求,1000-5000人,6.0,1.791759469228055,上海,民营公司,服装/纺织/皮革
2748,2年经验,大专,1000-5000人,7.0,1.9459101490553128,上海,外资企业,快速消费品(食品、饮料、化妆品)
2749,1年经验,大专,150-500人,7.0,1.9459101490553128,上海,民营公司,互联网/电子商务
2750,无工作经验,硕士,150-500人,8.5,2.1400661634962708,广州,民营公司,其他
2751,1年经验,大专,150-500人,5.75,1.749199854809259,广州,民营公司,其他
2752,3-4年经验,大专,少于50人,7.5,2.0149030205422647,深圳,外资企业,其他
2753,3-4年经验,大专,50-150人,3.5,1.2527629684953678,其他,民营公司,其他
2754,1年经验,本科,50-150人,45.83333333333333,3.825011628438516,其他,民营公司,计算机软件
2755,无工作经验,无学历要求,50-150人,6.5,1.8718021769015916,其他,民营公司,计算机软件
2756,2年经验,本科,150-500人,11.5,2.4423470353692043,南京,民营公司,其他
2757,无工作经验,无学历要求,50-150人,15.0,2.7080502011022096,上海,民营公司,其他
2758,2年经验,本科,150-500人,7.0,1.9459101490553128,其他,外资企业,其他
2759,无工作经验,本科,1000-5000人,6.75,1.9095425048844383,其他,民营公司,金融/投资/证券
2760,1年经验,本科,50-150人,10.0,2.302585092994046,其他,民营公司,其他
2761,1年经验,本科,50-150人,4.25,1.4469189829363254,其他,民营公司,互联网/电子商务
2762,3-4年经验,本科,500-1000人,5.0,1.6094379124341005,其他,外资企业,其他
2763,无工作经验,本科,150-500人,16.666666666666668,2.8134107167600364,南京,民营公司,其他
2764,1年经验,大专,150-500人,9.0,2.19722457733622,广州,民营公司,金融/投资/证券
2765,无工作经验,大专,150-500人,3.75,1.3217558399823195,西安,民营公司,互联网/电子商务
2766,无工作经验,无学历要求,5000-10000人,7.0,1.9459101490553128,成都,民营公司,其他
2767,1年经验,大专,150-500人,7.0,1.9459101490553128,广州,合资,金融/投资/证券
2768,无工作经验,大专,50-150人,5.0,1.6094379124341005,其他,民营公司,互联网/电子商务
2769,无工作经验,本科,50-150人,6.25,1.8325814637483104,广州,民营公司,其他
2770,2年经验,大专,150-500人,9.0,2.19722457733622,深圳,民营公司,其他
2771,3-4年经验,大专,150-500人,19.5,2.9704144655697013,广州,国企,计算机软件
2772,无工作经验,大专,1000-5000人,3.35,1.208960345836975,其他,上市公司,快速消费品(食品、饮料、化妆品)
2773,1年经验,大专,500-1000人,6.5,1.8718021769015916,深圳,外资企业,服装/纺织/皮革
2774,无工作经验,无学历要求,50-150人,5.5,1.7047480922384253,其他,民营公司,专业服务(咨询、人力资源、财会)
2775,1年经验,本科,50-150人,6.75,1.9095425048844383,上海,民营公司,专业服务(咨询、人力资源、财会)
2776,1年经验,中专,1000-5000人,6.0,1.791759469228055,其他,外资企业,其他
2777,3-4年经验,大专,500-1000人,8.0,2.079441541679836,上海,外资企业,其他
2778,2年经验,本科,10000人以上,16.0,2.772588722239781,深圳,外资企业,金融/投资/证券
2779,1年经验,大专,150-500人,7.0,1.9459101490553128,上海,合资,互联网/电子商务
2780,1年经验,本科,50-150人,7.0,1.9459101490553128,上海,民营公司,计算机软件
2781,无工作经验,无学历要求,150-500人,9.0,2.19722457733622,北京,民营公司,服装/纺织/皮革
2782,1年经验,大专,1000-5000人,6.0,1.791759469228055,深圳,上市公司,其他
2783,3-4年经验,大专,150-500人,5.5,1.7047480922384253,南京,民营公司,服装/纺织/皮革
2784,3-4年经验,大专,500-1000人,7.0,1.9459101490553128,广州,民营公司,服装/纺织/皮革
2785,2年经验,大专,50-150人,4.0,1.3862943611198906,广州,民营公司,服装/纺织/皮革
2786,2年经验,大专,50-150人,6.0,1.791759469228055,杭州,民营公司,互联网/电子商务
2787,1年经验,硕士,50-150人,8.5,2.1400661634962708,上海,民营公司,其他
2788,1年经验,本科,500-1000人,6.0,1.791759469228055,上海,外资企业,专业服务(咨询、人力资源、财会)
2789,1年经验,大专,50-150人,5.833333333333334,1.7635885922613588,其他,合资,互联网/电子商务
2790,2年经验,本科,500-1000人,8.0,2.079441541679836,杭州,民营公司,互联网/电子商务
2791,无工作经验,无学历要求,150-500人,7.0,1.9459101490553128,上海,民营公司,其他
2792,无工作经验,无学历要求,少于50人,5.25,1.6582280766035324,其他,民营公司,其他
2793,无工作经验,大专,150-500人,5.25,1.6582280766035324,其他,上市公司,服装/纺织/皮革
2794,1年经验,大专,150-500人,3.75,1.3217558399823195,其他,民营公司,互联网/电子商务
2795,1年经验,大专,10000人以上,6.0,1.791759469228055,上海,外资企业,其他
2796,3-4年经验,本科,500-1000人,8.5,2.1400661634962708,其他,外资企业,其他
2797,1年经验,大专,50-150人,5.25,1.6582280766035324,杭州,民营公司,服装/纺织/皮革
2798,无工作经验,本科,1000-5000人,10.416666666666668,2.3434070875143007,其他,国企,其他
2799,2年经验,本科,150-500人,7.0,1.9459101490553128,广州,民营公司,快速消费品(食品、饮料、化妆品)
2800,无工作经验,大专,150-500人,5.25,1.6582280766035324,广州,民营公司,互联网/电子商务
2801,3-4年经验,大专,50-150人,9.0,2.19722457733622,上海,外资企业,计算机软件
2802,2年经验,本科,50-150人,7.0,1.9459101490553128,杭州,民营公司,互联网/电子商务
2803,无工作经验,大专,50-150人,4.5,1.5040773967762742,其他,民营公司,互联网/电子商务
2804,无工作经验,大专,150-500人,3.75,1.3217558399823195,其他,民营公司,互联网/电子商务
2805,无工作经验,大专,150-500人,4.25,1.4469189829363254,其他,合资,互联网/电子商务
2806,无工作经验,大专,50-150人,4.0,1.3862943611198906,其他,民营公司,互联网/电子商务
2807,5-7年经验,硕士,少于50人,30.0,3.4011973816621555,北京,民营公司,专业服务(咨询、人力资源、财会)
2808,无工作经验,无学历要求,150-500人,5.833333333333334,1.7635885922613588,其他,民营公司,其他
2809,2年经验,大专,少于50人,9.5,2.2512917986064958,深圳,外资企业,互联网/电子商务
2810,2年经验,无学历要求,500-1000人,6.0,1.791759469228055,深圳,民营公司,服装/纺织/皮革
2811,2年经验,大专,1000-5000人,6.0,1.791759469228055,杭州,民营公司,互联网/电子商务
2812,3-4年经验,本科,150-500人,12.5,2.525728644308256,广州,民营公司,互联网/电子商务
2813,2年经验,大专,150-500人,3.75,1.3217558399823195,其他,民营公司,互联网/电子商务
2814,2年经验,无学历要求,500-1000人,9.0,2.19722457733622,上海,合资,其他
2815,5-7年经验,本科,50-150人,25.0,3.218875824868201,北京,合资,其他
2816,无工作经验,大专,少于50人,5.25,1.6582280766035324,广州,民营公司,其他
2817,2年经验,本科,500-1000人,8.0,2.079441541679836,上海,民营公司,专业服务(咨询、人力资源、财会)
2818,1年经验,本科,150-500人,8.0,2.079441541679836,上海,外资企业,互联网/电子商务
2819,2年经验,大专,150-500人,11.5,2.4423470353692043,南京,民营公司,计算机软件
2820,2年经验,大专,5000-10000人,5.25,1.6582280766035324,其他,外资企业,互联网/电子商务
2821,无工作经验,无学历要求,150-500人,15.0,2.7080502011022096,广州,民营公司,其他
2822,无工作经验,无学历要求,150-500人,5.25,1.6582280766035324,合肥,民营公司,专业服务(咨询、人力资源、财会)
2823,无工作经验,大专,1000-5000人,6.5,1.8718021769015916,广州,外资企业,快速消费品(食品、饮料、化妆品)
2824,1年经验,本科,500-1000人,4.2,1.4350845252893227,其他,民营公司,计算机软件
2825,3-4年经验,本科,50-150人,16.666666666666664,2.8134107167600364,上海,民营公司,金融/投资/证券
2826,3-4年经验,无学历要求,50-150人,5.25,1.6582280766035324,广州,民营公司,服装/纺织/皮革
2827,2年经验,本科,1000-5000人,5.0,1.6094379124341005,其他,合资,快速消费品(食品、饮料、化妆品)
2828,1年经验,本科,150-500人,6.5,1.8718021769015916,北京,民营公司,服装/纺织/皮革
2829,2年经验,本科,500-1000人,7.25,1.9810014688665836,广州,民营公司,快速消费品(食品、饮料、化妆品)
2830,无工作经验,无学历要求,50-150人,5.25,1.6582280766035324,杭州,民营公司,服装/纺织/皮革
2831,2年经验,本科,50-150人,15.0,2.7080502011022096,杭州,民营公司,计算机软件
2832,1年经验,大专,150-500人,5.0,1.6094379124341005,广州,民营公司,服装/纺织/皮革
2833,1年经验,大专,50-150人,12.0,2.4849066497880004,上海,民营公司,互联网/电子商务
2834,无工作经验,本科,150-500人,6.666666666666666,1.8971199848858813,广州,上市公司,互联网/电子商务
2835,无工作经验,无学历要求,10000人以上,10.5,2.3513752571634776,南京,外资企业,其他
2836,无工作经验,大专,少于50人,7.0,1.9459101490553128,合肥,民营公司,计算机软件
2837,2年经验,大专,50-150人,5.25,1.6582280766035324,广州,民营公司,互联网/电子商务
2838,2年经验,大专,150-500人,3.75,1.3217558399823195,其他,民营公司,金融/投资/证券
2839,3-4年经验,本科,1000-5000人,7.0,1.9459101490553128,杭州,民营公司,服装/纺织/皮革
2840,2年经验,大专,1000-5000人,5.25,1.6582280766035324,北京,民营公司,服装/纺织/皮革
2841,无工作经验,大专,5000-10000人,7.0,1.9459101490553128,上海,民营公司,金融/投资/证券
2842,10年以上经验,本科,150-500人,40.0,3.688879454113936,上海,民营公司,计算机服务(系统、数据服务、维修)
2843,无工作经验,大专,50-150人,4.75,1.5581446180465501,其他,民营公司,计算机软件
2844,2年经验,大专,150-500人,6.0,1.791759469228055,广州,民营公司,互联网/电子商务
2845,3-4年经验,大专,1000-5000人,14.0,2.6390573296152584,广州,民营公司,服装/纺织/皮革
2846,无工作经验,无学历要求,50-150人,5.75,1.749199854809259,上海,民营公司,其他
2847,2年经验,大专,150-500人,5.25,1.6582280766035324,上海,民营公司,其他
2848,无工作经验,无学历要求,1000-5000人,6.0,1.791759469228055,成都,外资企业,其他
2849,无工作经验,本科,少于50人,5.25,1.6582280766035324,合肥,民营公司,其他
2850,2年经验,无学历要求,150-500人,5.25,1.6582280766035324,南京,民营公司,计算机软件
2851,2年经验,大专,150-500人,7.0,1.9459101490553128,广州,合资,其他
2852,3-4年经验,本科,1000-5000人,5.25,1.6582280766035324,成都,合资,快速消费品(食品、饮料、化妆品)
2853,2年经验,本科,10000人以上,17.5,2.862200880929469,上海,合资,计算机服务(系统、数据服务、维修)
2854,3-4年经验,本科,10000人以上,12.0,2.4849066497880004,广州,民营公司,其他
2855,1年经验,大专,50-150人,7.0,1.9459101490553128,上海,民营公司,互联网/电子商务
2856,2年经验,大专,150-500人,7.0,1.9459101490553128,其他,国企,其他
2857,无工作经验,大专,少于50人,4.5,1.5040773967762742,广州,民营公司,其他
2858,2年经验,大专,150-500人,9.0,2.19722457733622,上海,民营公司,互联网/电子商务
2859,3-4年经验,无学历要求,500-1000人,9.0,2.19722457733622,南京,国企,通信/电信运营、增值服务
2860,1年经验,大专,150-500人,3.75,1.3217558399823195,广州,民营公司,其他
2861,无工作经验,本科,150-500人,4.75,1.5581446180465501,南京,上市公司,服装/纺织/皮革
2862,5-7年经验,本科,500-1000人,8.0,2.079441541679836,深圳,民营公司,互联网/电子商务
2863,无工作经验,无学历要求,1000-5000人,5.25,1.6582280766035324,其他,民营公司,服装/纺织/皮革
2864,无工作经验,无学历要求,150-500人,5.25,1.6582280766035324,其他,民营公司,其他
2865,3-4年经验,本科,150-500人,9.0,2.19722457733622,上海,民营公司,金融/投资/证券
2866,无工作经验,无学历要求,1000-5000人,9.0,2.19722457733622,其他,外资企业,计算机服务(系统、数据服务、维修)
2867,8-9年经验,本科,500-1000人,15.0,2.7080502011022096,深圳,外资企业,计算机软件
2868,2年经验,大专,150-500人,6.0,1.791759469228055,其他,外资企业,计算机软件
2869,无工作经验,无学历要求,500-1000人,6.0,1.791759469228055,其他,民营公司,其他
2870,无工作经验,无学历要求,150-500人,4.5,1.5040773967762742,南京,民营公司,服装/纺织/皮革
2871,2年经验,本科,10000人以上,12.5,2.525728644308256,上海,外资企业,其他
2872,无工作经验,无学历要求,50-150人,5.25,1.6582280766035324,其他,民营公司,其他
2873,无工作经验,无学历要求,少于50人,4.75,1.5581446180465501,广州,民营公司,其他
