,exp,edu,scale,avgsalary,lnsalary,city,type,industry,indu1
1951,无工作经验,无学历要求,50-150人,5.25,1.6582280766035324,广州,民营公司,计算机服务(系统、数据服务、维修),计算机服务(系统、数据服务、维修)
1952,1年经验,大专,1000-5000人,4.583333333333334,1.5224265354444708,其他,创业公司,其他,其他
1953,2年经验,大专,150-500人,9.0,2.19722457733622,其他,外资企业,其他,其他
1954,1年经验,本科,少于50人,5.25,1.6582280766035324,其他,创业公司,专业服务(咨询、人力资源、财会),专业服务(咨询、人力资源、财会)
1955,1年经验,大专,50-150人,6.0,1.791759469228055,杭州,民营公司,互联网/电子商务,互联网/电子商务
1956,无工作经验,无学历要求,150-500人,11.0,2.3978952727983707,上海,民营公司,金融/投资/证券,金融/投资/证券
1957,1年经验,本科,500-1000人,24.5,3.198673117550681,上海,民营公司,金融/投资/证券,金融/投资/证券
1958,无工作经验,无学历要求,1000-5000人,12.5,2.525728644308256,北京,合资,计算机服务(系统、数据服务、维修),计算机服务(系统、数据服务、维修)
1959,2年经验,本科,1000-5000人,15.0,2.7080502011022096,北京,民营公司,金融/投资/证券,金融/投资/证券
1960,3-4年经验,本科,150-500人,17.5,2.862200880929469,上海,合资,金融/投资/证券,金融/投资/证券
1961,3-4年经验,本科,1000-5000人,12.5,2.525728644308256,北京,国企,其他,其他
1962,2年经验,本科,10000人以上,22.5,3.1135153092103742,上海,合资,专业服务(咨询、人力资源、财会),专业服务(咨询、人力资源、财会)
1963,3-4年经验,大专,500-1000人,17.5,2.862200880929469,上海,合资,其他,其他
1964,无工作经验,大专,50-150人,7.0,1.9459101490553128,其他,民营公司,其他,其他
1965,2年经验,本科,50-150人,9.0,2.19722457733622,上海,合资,快速消费品(食品、饮料、化妆品),其他
1966,3-4年经验,本科,1000-5000人,7.5,2.0149030205422647,成都,民营公司,其他,其他
1967,无工作经验,无学历要求,50-150人,7.0,1.9459101490553128,深圳,民营公司,其他,其他
1968,3-4年经验,本科,50-150人,11.5,2.4423470353692043,北京,民营公司,其他,其他
1969,5年以上工作经验,本科,1000-5000人,12.5,2.525728644308256,杭州,民营公司,计算机软件,计算机软件
1970,2年经验,本科,500-1000人,15.0,2.7080502011022096,深圳,民营公司,互联网/电子商务,互联网/电子商务
1971,无工作经验,无学历要求,150-500人,8.0,2.079441541679836,北京,民营公司,其他,其他
1972,2年经验,大专,150-500人,17.5,2.862200880929469,广州,合资,互联网/电子商务,互联网/电子商务
1973,2年经验,本科,50-150人,10.0,2.302585092994046,杭州,民营公司,互联网/电子商务,互联网/电子商务
1974,3-4年经验,本科,少于50人,12.5,2.525728644308256,上海,外资企业,多元化业务集团公司,其他
1975,3-4年经验,本科,150-500人,11.5,2.4423470353692043,杭州,民营公司,互联网/电子商务,互联网/电子商务
1976,5年以上工作经验,本科,5000-10000人,12.5,2.525728644308256,北京,民营公司,金融/投资/证券,金融/投资/证券
1977,无工作经验,本科,150-500人,7.0,1.9459101490553128,其他,民营公司,计算机软件,计算机软件
1978,1年经验,本科,150-500人,8.0,2.079441541679836,其他,民营公司,金融/投资/证券,金融/投资/证券
1979,2年经验,大专,50-150人,4.25,1.4469189829363254,其他,民营公司,互联网/电子商务,互联网/电子商务
1980,3-4年经验,本科,10000人以上,17.5,2.862200880929469,其他,国企,通信/电信运营、增值服务,其他
1981,3-4年经验,本科,5000-10000人,11.5,2.4423470353692043,其他,上市公司,其他,其他
1982,2年经验,本科,500-1000人,15.0,2.7080502011022096,北京,创业公司,互联网/电子商务,互联网/电子商务
1983,1年经验,本科,50-150人,8.0,2.079441541679836,深圳,民营公司,互联网/电子商务,互联网/电子商务
1984,2年经验,本科,150-500人,9.0,2.19722457733622,其他,民营公司,互联网/电子商务,互联网/电子商务
1985,3-4年经验,本科,少于50人,22.5,3.1135153092103742,深圳,民营公司,金融/投资/证券,金融/投资/证券
1986,2年经验,大专,1000-5000人,7.0,1.9459101490553128,南京,民营公司,其他,其他
1987,2年经验,本科,1000-5000人,9.5,2.2512917986064958,北京,民营公司,互联网/电子商务,互联网/电子商务
1988,无工作经验,无学历要求,50-150人,17.5,2.862200880929469,北京,民营公司,其他,其他
1989,无工作经验,无学历要求,500-1000人,14.583333333333336,2.6798793241355137,上海,合资,其他,其他
1990,1年经验,大专,1000-5000人,6.0,1.791759469228055,杭州,民营公司,快速消费品(食品、饮料、化妆品),其他
1991,无工作经验,本科,5000-10000人,5.0,1.6094379124341005,其他,民营公司,互联网/电子商务,互联网/电子商务
1992,3-4年经验,无学历要求,1000-5000人,7.0,1.9459101490553128,广州,合资,服装/纺织/皮革,服装/纺织/皮革
1993,无工作经验,本科,150-500人,2.5,0.9162907318741552,其他,民营公司,其他,其他
1994,无工作经验,大专,少于50人,7.0,1.9459101490553128,上海,民营公司,其他,其他
1995,无工作经验,无学历要求,150-500人,3.75,1.3217558399823195,广州,民营公司,金融/投资/证券,金融/投资/证券
1996,3-4年经验,本科,150-500人,12.5,2.525728644308256,其他,民营公司,互联网/电子商务,互联网/电子商务
1997,3-4年经验,本科,150-500人,12.5,2.525728644308256,深圳,国企,其他,其他
1998,2年经验,本科,少于50人,17.5,2.862200880929469,上海,民营公司,其他,其他
1999,3-4年经验,硕士,1000-5000人,35.0,3.555348061489413,深圳,合资,互联网/电子商务,互联网/电子商务
2000,无工作经验,无学历要求,500-1000人,10.416666666666668,2.3434070875143007,广州,外资企业,互联网/电子商务,互联网/电子商务
2001,2年经验,大专,少于50人,9.0,2.19722457733622,其他,民营公司,计算机软件,计算机软件
2002,无工作经验,硕士,50-150人,4.25,1.4469189829363254,其他,民营公司,专业服务(咨询、人力资源、财会),专业服务(咨询、人力资源、财会)
2003,无工作经验,高中,50-150人,5.25,1.6582280766035324,深圳,民营公司,计算机软件,计算机软件
2004,2年经验,本科,50-150人,12.5,2.525728644308256,其他,民营公司,专业服务(咨询、人力资源、财会),专业服务(咨询、人力资源、财会)
2005,3-4年经验,本科,150-500人,17.5,2.862200880929469,其他,外资企业,互联网/电子商务,互联网/电子商务
2006,2年经验,无学历要求,500-1000人,15.0,2.7080502011022096,深圳,上市公司,其他,其他
2007,1年经验,大专,50-150人,5.25,1.6582280766035324,广州,民营公司,其他,其他
2008,2年经验,本科,50-150人,16.0,2.772588722239781,上海,外资企业,专业服务(咨询、人力资源、财会),专业服务(咨询、人力资源、财会)
2009,无工作经验,无学历要求,少于50人,7.0,1.9459101490553128,深圳,民营公司,互联网/电子商务,互联网/电子商务
2010,1年经验,本科,少于50人,5.0,1.6094379124341005,上海,民营公司,快速消费品(食品、饮料、化妆品),其他
2011,2年经验,大专,少于50人,8.0,2.079441541679836,广州,民营公司,其他,其他
2012,无工作经验,无学历要求,150-500人,9.0,2.19722457733622,成都,民营公司,其他,其他
2013,3-4年经验,本科,150-500人,17.5,2.862200880929469,上海,民营公司,互联网/电子商务,互联网/电子商务
2014,2年经验,本科,50-150人,7.5,2.0149030205422647,上海,民营公司,金融/投资/证券,金融/投资/证券
2015,3-4年经验,本科,150-500人,35.0,3.555348061489413,北京,国企,其他,其他
2016,2年经验,本科,50-150人,7.0,1.9459101490553128,杭州,民营公司,互联网/电子商务,互联网/电子商务
2017,2年经验,本科,500-1000人,9.0,2.19722457733622,深圳,民营公司,计算机服务(系统、数据服务、维修),计算机服务(系统、数据服务、维修)
2018,2年经验,本科,50-150人,9.0,2.19722457733622,南京,合资,金融/投资/证券,金融/投资/证券
2019,2年经验,本科,50-150人,12.5,2.525728644308256,北京,民营公司,互联网/电子商务,互联网/电子商务
2020,无工作经验,本科,150-500人,9.0,2.19722457733622,北京,合资,其他,其他
2021,无工作经验,本科,150-500人,4.5,1.5040773967762742,其他,上市公司,互联网/电子商务,互联网/电子商务
2022,2年经验,大专,150-500人,7.0,1.9459101490553128,武汉,合资,其他,其他
2023,2年经验,大专,150-500人,6.5,1.8718021769015916,其他,民营公司,其他,其他
2024,5年以上工作经验,本科,少于50人,11.5,2.4423470353692043,深圳,民营公司,服装/纺织/皮革,服装/纺织/皮革
2025,1年经验,本科,500-1000人,7.0,1.9459101490553128,广州,国企,其他,其他
2026,1年经验,本科,150-500人,13.0,2.5649493574615367,北京,民营公司,其他,其他
2027,无工作经验,无学历要求,50-150人,7.0,1.9459101490553128,武汉,民营公司,计算机软件,计算机软件
2028,2年经验,大专,500-1000人,7.0,1.9459101490553128,其他,民营公司,计算机软件,计算机软件
2029,2年经验,本科,5000-10000人,17.5,2.862200880929469,上海,外资企业,其他,其他
2030,无工作经验,高中,50-150人,12.5,2.525728644308256,成都,民营公司,金融/投资/证券,金融/投资/证券
2031,无工作经验,本科,少于50人,12.5,2.525728644308256,上海,民营公司,计算机软件,计算机软件
2032,1年经验,本科,50-150人,17.5,2.862200880929469,北京,民营公司,互联网/电子商务,互联网/电子商务
2033,1年经验,大专,500-1000人,5.0,1.6094379124341005,南京,民营公司,其他,其他
2034,1年经验,无学历要求,500-1000人,4.0,1.3862943611198906,其他,民营公司,快速消费品(食品、饮料、化妆品),其他
2035,3-4年经验,本科,50-150人,22.5,3.1135153092103742,上海,民营公司,计算机软件,计算机软件
2036,3-4年经验,本科,150-500人,15.0,2.7080502011022096,南京,民营公司,互联网/电子商务,互联网/电子商务
2037,3-4年经验,本科,50-150人,5.25,1.6582280766035324,其他,民营公司,互联网/电子商务,互联网/电子商务
2038,1年经验,本科,1000-5000人,10.5,2.3513752571634776,上海,民营公司,教育/培训/院校,其他
2039,无工作经验,大专,500-1000人,5.0,1.6094379124341005,合肥,民营公司,互联网/电子商务,互联网/电子商务
2040,无工作经验,无学历要求,50-150人,30.0,3.4011973816621555,杭州,民营公司,专业服务(咨询、人力资源、财会),专业服务(咨询、人力资源、财会)
2041,无工作经验,无学历要求,50-150人,9.0,2.19722457733622,北京,民营公司,其他,其他
2042,2年经验,本科,150-500人,12.5,2.525728644308256,其他,民营公司,其他,其他
2043,无工作经验,本科,50-150人,10.0,2.302585092994046,上海,合资,其他,其他
2044,1年经验,本科,1000-5000人,6.75,1.9095425048844383,其他,民营公司,其他,其他
2045,3-4年经验,本科,1000-5000人,10.5,2.3513752571634776,杭州,外资企业,计算机服务(系统、数据服务、维修),计算机服务(系统、数据服务、维修)
2046,3-4年经验,本科,少于50人,8.0,2.079441541679836,北京,民营公司,互联网/电子商务,互联网/电子商务
2047,5年以上工作经验,本科,150-500人,22.5,3.1135153092103742,北京,民营公司,计算机软件,计算机软件
2048,无工作经验,大专,1000-5000人,3.25,1.1786549963416462,成都,国企,专业服务(咨询、人力资源、财会),专业服务(咨询、人力资源、财会)
2049,3-4年经验,中专,150-500人,17.5,2.862200880929469,北京,民营公司,计算机软件,计算机软件
2050,3-4年经验,本科,150-500人,22.5,3.1135153092103742,上海,民营公司,互联网/电子商务,互联网/电子商务
2051,1年经验,本科,50-150人,11.5,2.4423470353692043,北京,外资企业,专业服务(咨询、人力资源、财会),专业服务(咨询、人力资源、财会)
2052,1年经验,本科,150-500人,5.25,1.6582280766035324,北京,上市公司,教育/培训/院校,其他
2053,3-4年经验,本科,50-150人,17.5,2.862200880929469,上海,民营公司,其他,其他
2054,无工作经验,本科,10000人以上,3.0,1.0986122886681098,其他,民营公司,其他,其他
2055,1年经验,大专,50-150人,5.25,1.6582280766035324,广州,民营公司,其他,其他
2056,1年经验,中专,50-150人,3.5,1.2527629684953678,其他,民营公司,其他,其他
2057,2年经验,无学历要求,10000人以上,11.5,2.4423470353692043,上海,外资企业,其他,其他
2058,2年经验,本科,1000-5000人,22.5,3.1135153092103742,上海,上市公司,金融/投资/证券,金融/投资/证券
2059,无工作经验,本科,50-150人,7.0,1.9459101490553128,北京,民营公司,计算机软件,计算机软件
2060,无工作经验,无学历要求,1000-5000人,5.25,1.6582280766035324,其他,民营公司,其他,其他
2061,无工作经验,无学历要求,150-500人,15.5,2.7408400239252013,上海,合资,计算机软件,计算机软件
2062,3-4年经验,本科,1000-5000人,20.833333333333336,3.036554268074246,上海,民营公司,金融/投资/证券,金融/投资/证券
2063,2年经验,大专,少于50人,11.5,2.4423470353692043,广州,民营公司,互联网/电子商务,互联网/电子商务
2064,5年以上工作经验,大专,150-500人,11.0,2.3978952727983707,其他,民营公司,其他,其他
2065,2年经验,本科,50-150人,8.0,2.079441541679836,上海,合资,快速消费品(食品、饮料、化妆品),其他
2066,5年以上工作经验,硕士,10000人以上,22.5,3.1135153092103742,上海,上市公司,其他,其他
2067,1年经验,本科,5000-10000人,6.0,1.791759469228055,北京,合资,其他,其他
2068,5年以上工作经验,大专,500-1000人,11.0,2.3978952727983707,广州,外资企业,服装/纺织/皮革,服装/纺织/皮革
2069,3-4年经验,大专,150-500人,8.0,2.079441541679836,广州,民营公司,服装/纺织/皮革,服装/纺织/皮革
2070,无工作经验,硕士,50-150人,12.5,2.525728644308256,其他,民营公司,教育/培训/院校,其他
