,exp,edu,scale,industry,avgsalary,lnsalary,city,type
1312,1年经验,本科,150-500人,计算机软件,12.0,2.4849066497880004,北京,民营公司
1313,无工作经验,大专,少于50人,农/林/牧/渔,5.25,1.6582280766035324,成都,民营公司
1314,无工作经验,无学历要求,50-150人,学术/科研,8.5,2.1400661634962708,其他,民营公司
1315,2年经验,大专,1000-5000人,美容/保健,9.0,2.1972245773362196,其他,民营公司
1316,1年经验,本科,150-500人,"网络游戏,计算机软件",11.5,2.4423470353692043,上海,民营公司
1317,无工作经验,本科,150-500人,"计算机软件,互联网/电子商务",15.0,2.70805020110221,上海,民营公司
1318,2年经验,本科,50-150人,"航天/航空,酒店/旅游",10.0,2.302585092994046,成都,民营公司
1319,3-4年经验,本科,50-150人,互联网/电子商务,11.5,2.4423470353692043,深圳,民营公司
1320,2年经验,本科,150-500人,互联网/电子商务,15.0,2.70805020110221,北京,民营公司
1321,无工作经验,大专,500-1000人,"制药/生物工程,检测，认证",5.25,1.6582280766035324,其他,民营公司
1322,无工作经验,本科,150-500人,"互联网/电子商务,金融/投资/证券",11.0,2.3978952727983707,上海,民营公司
1323,1年经验,本科,50-150人,"专业服务(咨询、人力资源、财会),快速消费品(食品、饮料、化妆品)",7.5,2.0149030205422647,广州,民营公司
1324,3-4年经验,本科,150-500人,"计算机软件,电子技术/半导体/集成电路",9.0,2.1972245773362196,深圳,民营公司
1325,无工作经验,无学历要求,500-1000人,"服装/纺织/皮革,互联网/电子商务",6.0,1.791759469228055,其他,民营公司
1326,10年以上经验,本科,50-150人,"计算机服务(系统、数据服务、维修),计算机软件",45.83333333333333,3.8250116284385163,其他,民营公司
1327,2年经验,本科,50-150人,房地产,6.5,1.8718021769015913,其他,民营公司
1328,3-4年经验,本科,500-1000人,多元化业务集团公司,12.5,2.5257286443082556,南京,民营公司
1329,3-4年经验,大专,少于50人,"互联网/电子商务,计算机软件",7.5,2.0149030205422647,其他,民营公司
1330,3-4年经验,无学历要求,少于50人,服装/纺织/皮革,7.0,1.9459101490553132,其他,民营公司
1331,无工作经验,本科,50-150人,教育/培训/院校,19.0,2.9444389791664403,北京,民营公司
1332,无工作经验,本科,50-150人,专业服务(咨询、人力资源、财会),7.0,1.9459101490553132,北京,民营公司
1333,无工作经验,无学历要求,50-150人,"石油/化工/矿产/地质,检测，认证",5.5,1.7047480922384253,其他,民营公司
1334,无工作经验,本科,500-1000人,"互联网/电子商务,医疗/护理/卫生",7.5,2.0149030205422647,南京,民营公司
1335,1年经验,本科,150-500人,电子技术/半导体/集成电路,9.0,2.1972245773362196,杭州,民营公司
1336,无工作经验,无学历要求,150-500人,计算机软件,8.0,2.0794415416798357,北京,上市公司
1337,3-4年经验,本科,500-1000人,汽车及零配件,22.5,3.1135153092103742,上海,国企
1338,3-4年经验,本科,150-500人,计算机软件,22.5,3.1135153092103742,上海,民营公司
1339,1年经验,本科,10000人以上,互联网/电子商务,12.5,2.5257286443082556,其他,合资
1340,无工作经验,无学历要求,10000人以上,"互联网/电子商务,教育/培训/院校",20.0,2.995732273553991,上海,民营公司
1341,3-4年经验,本科,少于50人,"计算机软件,互联网/电子商务",20.0,2.995732273553991,上海,民营公司
1342,3-4年经验,本科,150-500人,互联网/电子商务,11.5,2.4423470353692043,上海,民营公司
1343,3-4年经验,本科,1000-5000人,快速消费品(食品、饮料、化妆品),22.5,3.1135153092103742,广州,民营公司
1344,无工作经验,无学历要求,50-150人,"计算机硬件,贸易/进出口",12.5,2.5257286443082556,上海,民营公司
1345,2年经验,本科,50-150人,互联网/电子商务,12.5,2.5257286443082556,深圳,民营公司
1346,无工作经验,无学历要求,5000-10000人,"多元化业务集团公司,快速消费品(食品、饮料、化妆品)",11.5,2.4423470353692043,北京,民营公司
1347,3-4年经验,硕士,50-150人,"计算机软件,金融/投资/证券",12.5,2.5257286443082556,其他,民营公司
1348,5-7年经验,大专,150-500人,"机械/设备/重工,仪器仪表/工业自动化",13.5,2.6026896854443837,上海,外资企业
1349,3-4年经验,本科,1000-5000人,"计算机软件,互联网/电子商务",7.5,2.0149030205422647,其他,合资
1350,2年经验,大专,50-150人,"文字媒体/出版,教育/培训/院校",4.5,1.5040773967762742,成都,民营公司
1351,2年经验,中专,500-1000人,原材料和加工,6.0,1.791759469228055,其他,外资企业
1352,1年经验,本科,1000-5000人,互联网/电子商务,9.0,2.1972245773362196,武汉,上市公司
1353,1年经验,硕士,50-150人,"互联网/电子商务,教育/培训/院校",12.5,2.5257286443082556,深圳,民营公司
1354,3-4年经验,本科,500-1000人,公关/市场推广/会展,15.0,2.70805020110221,杭州,上市公司
1355,3-4年经验,本科,500-1000人,互联网/电子商务,11.5,2.4423470353692043,广州,民营公司
1356,无工作经验,无学历要求,10000人以上,"通信/电信/网络设备,汽车及零配件",20.0,2.995732273553991,北京,民营公司
1357,3-4年经验,本科,10000人以上,"互联网/电子商务,汽车及零配件",20.0,2.995732273553991,北京,外资企业
1358,8-9年经验,本科,150-500人,互联网/电子商务,17.5,2.8622008809294686,广州,民营公司
1359,1年经验,大专,500-1000人,"互联网/电子商务,服装/纺织/皮革",4.25,1.4469189829363254,其他,民营公司
1360,无工作经验,本科,少于50人,"计算机软件,金融/投资/证券",10.416666666666668,2.3434070875143007,南京,外资企业
1361,2年经验,本科,50-150人,计算机软件,12.5,2.5257286443082556,其他,民营公司
1362,1年经验,硕士,50-150人,"计算机软件,互联网/电子商务",9.0,2.1972245773362196,成都,民营公司
1363,无工作经验,无学历要求,1000-5000人,餐饮业,15.0,2.70805020110221,上海,民营公司
1364,2年经验,本科,1000-5000人,金融/投资/证券,16.0,2.772588722239781,上海,民营公司
1365,无工作经验,本科,10000人以上,"互联网/电子商务,房地产",6.5,1.8718021769015913,其他,民营公司
1367,5-7年经验,本科,50-150人,"计算机软件,多元化业务集团公司",17.5,2.8622008809294686,北京,外资企业
1368,3-4年经验,大专,150-500人,"计算机软件,互联网/电子商务",11.0,2.3978952727983707,上海,上市公司
1369,无工作经验,无学历要求,150-500人,"电子技术/半导体/集成电路,计算机服务(系统、数据服务、维修)",12.5,2.5257286443082556,武汉,上市公司
1370,无工作经验,本科,150-500人,"建筑/建材/工程,贸易/进出口",9.5,2.2512917986064953,其他,民营公司
1371,3-4年经验,本科,500-1000人,"互联网/电子商务,计算机软件",20.0,2.995732273553991,上海,上市公司
1372,2年经验,大专,50-150人,金融/投资/证券,9.0,2.1972245773362196,武汉,民营公司
1373,3-4年经验,本科,150-500人,"计算机软件,环保",12.5,2.5257286443082556,西安,民营公司
1374,3-4年经验,本科,少于50人,通信/电信运营、增值服务,13.0,2.5649493574615367,上海,民营公司
1375,无工作经验,本科,50-150人,计算机软件,5.0,1.6094379124341003,西安,民营公司
1376,无工作经验,本科,50-150人,贸易/进出口,7.0,1.9459101490553132,上海,民营公司
1377,2年经验,大专,50-150人,服装/纺织/皮革,8.5,2.1400661634962708,北京,民营公司
1378,1年经验,本科,150-500人,互联网/电子商务,12.5,2.5257286443082556,广州,民营公司
1379,2年经验,硕士,150-500人,"计算机软件,金融/投资/证券",7.5,2.0149030205422647,合肥,民营公司
1380,无工作经验,无学历要求,150-500人,"计算机软件,互联网/电子商务",15.0,2.70805020110221,上海,合资
1381,3-4年经验,本科,1000-5000人,"金融/投资/证券,银行",27.5,3.3141860046725258,上海,合资
1382,2年经验,硕士,500-1000人,互联网/电子商务,15.0,2.70805020110221,杭州,民营公司
1383,2年经验,大专,500-1000人,计算机软件,12.5,2.5257286443082556,其他,民营公司
1384,2年经验,本科,1000-5000人,"批发/零售,计算机软件",7.0,1.9459101490553132,其他,民营公司
1385,2年经验,本科,50-150人,"互联网/电子商务,金融/投资/证券",22.5,3.1135153092103742,上海,创业公司
1386,无工作经验,大专,1000-5000人,电子技术/半导体/集成电路,8.0,2.0794415416798357,武汉,上市公司
1387,2年经验,无学历要求,50-150人,"互联网/电子商务,计算机软件",7.5,2.0149030205422647,其他,民营公司
1388,1年经验,大专,150-500人,互联网/电子商务,5.25,1.6582280766035324,其他,民营公司
1389,3-4年经验,无学历要求,150-500人,互联网/电子商务,10.0,2.302585092994046,广州,外资企业
1390,3-4年经验,本科,50-150人,电子技术/半导体/集成电路,13.0,2.5649493574615367,深圳,民营公司
1391,1年经验,本科,1000-5000人,"互联网/电子商务,快速消费品(食品、饮料、化妆品)",11.0,2.3978952727983707,上海,民营公司
1392,2年经验,硕士,50-150人,"专业服务(咨询、人力资源、财会),医疗/护理/卫生",8.0,2.0794415416798357,广州,民营公司
1393,2年经验,本科,150-500人,"新能源,租赁服务",6.5,1.8718021769015913,成都,国企
1394,1年经验,无学历要求,150-500人,"互联网/电子商务,贸易/进出口",11.5,2.4423470353692043,深圳,民营公司
1395,1年经验,本科,少于50人,"计算机软件,服装/纺织/皮革",7.5,2.0149030205422647,上海,民营公司
1396,无工作经验,无学历要求,150-500人,快速消费品(食品、饮料、化妆品),15.0,2.70805020110221,广州,民营公司
1397,1年经验,大专,少于50人,"金融/投资/证券,专业服务(咨询、人力资源、财会)",6.0,1.791759469228055,广州,民营公司
1398,8-9年经验,本科,5000-10000人,教育/培训/院校,27.5,3.3141860046725258,上海,民营公司
1399,2年经验,大专,50-150人,"服装/纺织/皮革,奢侈品/收藏品/工艺品/珠宝",6.75,1.9095425048844386,深圳,民营公司
1400,1年经验,大专,500-1000人,建筑/建材/工程,5.5,1.7047480922384253,其他,民营公司
1401,2年经验,本科,150-500人,金融/投资/证券,5.0,1.6094379124341003,其他,民营公司
1402,3-4年经验,本科,1000-5000人,"互联网/电子商务,环保",17.5,2.8622008809294686,上海,民营公司
1403,1年经验,大专,1000-5000人,互联网/电子商务,5.0,1.6094379124341003,武汉,合资
1404,无工作经验,无学历要求,10000人以上,"互联网/电子商务,汽车及零配件",20.0,2.995732273553991,北京,民营公司
1405,无工作经验,无学历要求,150-500人,"机械/设备/重工,仪器仪表/工业自动化",11.5,2.4423470353692043,其他,民营公司
1406,1年经验,大专,50-150人,"计算机服务(系统、数据服务、维修),互联网/电子商务",7.0,1.9459101490553132,其他,民营公司
1407,1年经验,大专,150-500人,通信/电信/网络设备,14.583333333333332,2.6798793241355137,其他,民营公司
1409,3-4年经验,大专,50-150人,"互联网/电子商务,服装/纺织/皮革",9.0,2.1972245773362196,上海,民营公司
1410,1年经验,大专,50-150人,"中介服务,房地产",4.75,1.55814461804655,其他,民营公司
1411,2年经验,本科,50-150人,公关/市场推广/会展,12.5,2.5257286443082556,上海,民营公司
1412,3-4年经验,本科,500-1000人,"金融/投资/证券,互联网/电子商务",17.5,2.8622008809294686,北京,合资
1413,3-4年经验,本科,500-1000人,"金融/投资/证券,专业服务(咨询、人力资源、财会)",15.0,2.70805020110221,深圳,民营公司
1414,无工作经验,本科,少于50人,"计算机软件,计算机服务(系统、数据服务、维修)",12.5,2.5257286443082556,上海,民营公司
1415,无工作经验,中专,少于50人,"互联网/电子商务,计算机软件",5.0,1.6094379124341003,其他,民营公司
1416,1年经验,无学历要求,50-150人,"互联网/电子商务,计算机软件",9.0,2.1972245773362196,其他,创业公司
1417,3-4年经验,本科,1000-5000人,"互联网/电子商务,医疗设备/器械",12.5,2.5257286443082556,杭州,合资
1418,3-4年经验,本科,500-1000人,"机械/设备/重工,汽车及零配件",16.0,2.772588722239781,广州,民营公司
1419,无工作经验,大专,50-150人,"互联网/电子商务,汽车及零配件",5.0,1.6094379124341003,其他,民营公司
1420,2年经验,大专,150-500人,"快速消费品(食品、饮料、化妆品),美容/保健",5.0,1.6094379124341003,武汉,民营公司
1421,无工作经验,无学历要求,500-1000人,金融/投资/证券,7.0,1.9459101490553132,成都,民营公司
1422,无工作经验,大专,少于50人,互联网/电子商务,5.0,1.6094379124341003,其他,民营公司
1423,无工作经验,本科,少于50人,计算机软件,7.0,1.9459101490553132,南京,民营公司
1424,5-7年经验,大专,50-150人,"计算机软件,互联网/电子商务",12.5,2.5257286443082556,北京,民营公司
1425,无工作经验,大专,150-500人,"金融/投资/证券,专业服务(咨询、人力资源、财会)",7.5,2.0149030205422647,广州,合资
1426,3-4年经验,本科,50-150人,金融/投资/证券,22.5,3.1135153092103742,深圳,民营公司
1427,无工作经验,无学历要求,500-1000人,金融/投资/证券,17.5,2.8622008809294686,上海,合资
1428,无工作经验,无学历要求,150-500人,"互联网/电子商务,计算机硬件",11.5,2.4423470353692043,北京,民营公司
1429,无工作经验,本科,少于50人,"专业服务(咨询、人力资源、财会),金融/投资/证券",6.0,1.791759469228055,成都,民营公司
1430,2年经验,本科,50-150人,计算机软件,20.0,2.995732273553991,北京,民营公司
1431,1年经验,硕士,50-150人,"电子技术/半导体/集成电路,计算机软件",11.5,2.4423470353692043,合肥,民营公司
1432,无工作经验,无学历要求,150-500人,互联网/电子商务,7.0,1.9459101490553132,上海,创业公司
1433,3-4年经验,本科,150-500人,石油/化工/矿产/地质,17.5,2.8622008809294686,广州,民营公司
1434,2年经验,大专,150-500人,"批发/零售,贸易/进出口",12.5,2.5257286443082556,上海,民营公司
1435,3-4年经验,本科,5000-10000人,农/林/牧/渔,12.5,2.5257286443082556,北京,国企
1436,2年经验,本科,500-1000人,"汽车及零配件,电子技术/半导体/集成电路",12.0,2.4849066497880004,北京,外资企业
