,location,exp,edu,type,scale,industry,avgsalary,lnsalary
1323,宁波-镇海区,2年经验,中专,外资（欧美）,500-1000人,原材料和加工,6.0,1.791759469228055
1324,武汉,1年经验,本科,上市公司,1000-5000人,互联网/电子商务,9.0,2.19722457733622
1325,深圳-南山区,1年经验,硕士,民营公司,50-150人,"互联网/电子商务,教育/培训/院校",12.5,2.525728644308256
1326,杭州,3-4年经验,本科,上市公司,500-1000人,公关/市场推广/会展,15.0,2.70805020110221
1327,广州,3-4年经验,本科,民营公司,500-1000人,互联网/电子商务,11.5,2.4423470353692043
1328,北京-朝阳区,无工作经验,无学历要求,民营公司,10000人以上,"通信/电信/网络设备,汽车及零配件",20.0,2.995732273553991
1329,北京-朝阳区,3-4年经验,本科,外资（欧美）,10000人以上,"互联网/电子商务,汽车及零配件",20.0,2.995732273553991
1330,广州-海珠区,8-9年经验,本科,民营公司,150-500人,互联网/电子商务,17.5,2.862200880929469
1331,扬州,1年经验,大专,民营公司,500-1000人,"互联网/电子商务,服装/纺织/皮革",4.25,1.4469189829363254
1332,南京-建邺区,无工作经验,本科,外资（欧美）,少于50人,"计算机软件,金融/投资/证券",10.416666666666668,2.3434070875143007
1333,泉州,2年经验,本科,民营公司,50-150人,计算机软件,12.5,2.525728644308256
1334,成都-高新区,1年经验,硕士,民营公司,50-150人,"计算机软件,互联网/电子商务",9.0,2.19722457733622
1335,上海-杨浦区,无工作经验,无学历要求,民营公司,1000-5000人,餐饮业,15.0,2.70805020110221
1336,上海-浦东新区,2年经验,本科,民营公司,1000-5000人,金融/投资/证券,16.0,2.772588722239781
1337,惠州,无工作经验,本科,民营公司,10000人以上,"互联网/电子商务,房地产",6.5,1.8718021769015916
1338,北京-朝阳区,5-7年经验,本科,外资（非欧美）,50-150人,"计算机软件,多元化业务集团公司",17.5,2.862200880929469
1339,上海-杨浦区,3-4年经验,大专,上市公司,150-500人,"计算机软件,互联网/电子商务",11.0,2.3978952727983707
1340,武汉-武昌区,无工作经验,无学历要求,上市公司,150-500人,"电子技术/半导体/集成电路,计算机服务(系统、数据服务、维修)",12.5,2.525728644308256
1341,长沙-芙蓉区,无工作经验,本科,民营公司,150-500人,"建筑/建材/工程,贸易/进出口",9.5,2.2512917986064958
1342,上海-浦东新区,3-4年经验,本科,上市公司,500-1000人,"互联网/电子商务,计算机软件",20.0,2.995732273553991
1343,武汉-江夏区,2年经验,大专,民营公司,50-150人,金融/投资/证券,9.0,2.19722457733622
1344,西安,3-4年经验,本科,民营公司,150-500人,"计算机软件,环保",12.5,2.525728644308256
1345,上海-长宁区,3-4年经验,本科,民营公司,少于50人,通信/电信运营、增值服务,13.0,2.5649493574615367
1346,西安-西安国际港务区,无工作经验,本科,民营公司,50-150人,计算机软件,5.0,1.6094379124341005
1347,上海,无工作经验,本科,民营公司,50-150人,贸易/进出口,7.0,1.9459101490553128
1348,北京-丰台区,2年经验,大专,民营公司,50-150人,服装/纺织/皮革,8.5,2.1400661634962708
1349,广州,1年经验,本科,民营公司,150-500人,互联网/电子商务,12.5,2.525728644308256
1350,合肥-高新区,2年经验,硕士,民营公司,150-500人,"计算机软件,金融/投资/证券",7.5,2.0149030205422647
1351,上海-静安区,无工作经验,无学历要求,合资,150-500人,"计算机软件,互联网/电子商务",15.0,2.70805020110221
1352,上海,3-4年经验,本科,合资,1000-5000人,"金融/投资/证券,银行",27.5,3.3141860046725258
1353,杭州,2年经验,硕士,民营公司,500-1000人,互联网/电子商务,15.0,2.70805020110221
1354,泉州,2年经验,大专,民营公司,500-1000人,计算机软件,12.5,2.525728644308256
1355,惠州,2年经验,本科,民营公司,1000-5000人,"批发/零售,计算机软件",7.0,1.9459101490553128
1356,上海-杨浦区,2年经验,本科,创业公司,50-150人,"互联网/电子商务,金融/投资/证券",22.5,3.1135153092103742
1357,武汉-洪山区,无工作经验,大专,上市公司,1000-5000人,电子技术/半导体/集成电路,8.0,2.079441541679836
1358,青岛-李沧区,2年经验,无学历要求,民营公司,50-150人,"互联网/电子商务,计算机软件",7.5,2.0149030205422647
1359,长沙-岳麓区,1年经验,大专,民营公司,150-500人,互联网/电子商务,5.25,1.6582280766035324
1360,广州-荔湾区,3-4年经验,无学历要求,外资（非欧美）,150-500人,互联网/电子商务,10.0,2.302585092994046
1361,深圳,3-4年经验,本科,民营公司,50-150人,电子技术/半导体/集成电路,13.0,2.5649493574615367
1362,上海-徐汇区,1年经验,本科,民营公司,1000-5000人,"互联网/电子商务,快速消费品(食品、饮料、化妆品)",11.0,2.3978952727983707
1363,广州-海珠区,2年经验,硕士,民营公司,50-150人,"专业服务(咨询、人力资源、财会),医疗/护理/卫生",8.0,2.079441541679836
1364,成都,2年经验,本科,国企,150-500人,"新能源,租赁服务",6.5,1.8718021769015916
1365,深圳-龙岗区,1年经验,无学历要求,民营公司,150-500人,"互联网/电子商务,贸易/进出口",11.5,2.4423470353692043
1366,上海-长宁区,1年经验,本科,民营公司,少于50人,"计算机软件,服装/纺织/皮革",7.5,2.0149030205422647
1367,广州-白云区,无工作经验,无学历要求,民营公司,150-500人,快速消费品(食品、饮料、化妆品),15.0,2.70805020110221
1368,广州,1年经验,大专,民营公司,少于50人,"金融/投资/证券,专业服务(咨询、人力资源、财会)",6.0,1.791759469228055
1369,上海-普陀区,8-9年经验,本科,民营公司,5000-10000人,教育/培训/院校,27.5,3.3141860046725258
1370,深圳-罗湖区,2年经验,大专,民营公司,50-150人,"服装/纺织/皮革,奢侈品/收藏品/工艺品/珠宝",6.75,1.9095425048844383
1371,重庆-九龙坡区,1年经验,大专,民营公司,500-1000人,建筑/建材/工程,5.5,1.7047480922384253
1372,南宁,2年经验,本科,民营公司,150-500人,金融/投资/证券,5.0,1.6094379124341005
1373,上海-杨浦区,3-4年经验,本科,民营公司,1000-5000人,"互联网/电子商务,环保",17.5,2.862200880929469
1374,武汉-洪山区,1年经验,大专,合资,1000-5000人,互联网/电子商务,5.0,1.6094379124341005
1375,北京-朝阳区,无工作经验,无学历要求,民营公司,10000人以上,"互联网/电子商务,汽车及零配件",20.0,2.995732273553991
1376,南充,无工作经验,无学历要求,民营公司,150-500人,"机械/设备/重工,仪器仪表/工业自动化",11.5,2.4423470353692043
1377,厦门,1年经验,大专,民营公司,50-150人,"计算机服务(系统、数据服务、维修),互联网/电子商务",7.0,1.9459101490553128
1378,昆明-西山区,1年经验,大专,民营公司,150-500人,通信/电信/网络设备,14.583333333333332,2.6798793241355137
1379,上海-嘉定区,3-4年经验,大专,民营公司,50-150人,"互联网/电子商务,服装/纺织/皮革",9.0,2.19722457733622
1380,重庆-渝北区,1年经验,大专,民营公司,50-150人,"中介服务,房地产",4.75,1.55814461804655
1381,上海,2年经验,本科,民营公司,50-150人,公关/市场推广/会展,12.5,2.525728644308256
1382,北京-朝阳区,3-4年经验,本科,合资,500-1000人,"金融/投资/证券,互联网/电子商务",17.5,2.862200880929469
1383,深圳-福田区,3-4年经验,本科,民营公司,500-1000人,"金融/投资/证券,专业服务(咨询、人力资源、财会)",15.0,2.70805020110221
1384,上海-普陀区,无工作经验,本科,民营公司,少于50人,"计算机软件,计算机服务(系统、数据服务、维修)",12.5,2.525728644308256
1385,兰州,无工作经验,中专,民营公司,少于50人,"互联网/电子商务,计算机软件",5.0,1.6094379124341005
1386,南宁,1年经验,无学历要求,创业公司,50-150人,"互联网/电子商务,计算机软件",9.0,2.19722457733622
1387,杭州,3-4年经验,本科,合资,1000-5000人,"互联网/电子商务,医疗设备/器械",12.5,2.525728644308256
1388,广州-黄埔区,3-4年经验,本科,民营公司,500-1000人,"机械/设备/重工,汽车及零配件",16.0,2.772588722239781
1389,福州-闽侯县,无工作经验,大专,民营公司,50-150人,"互联网/电子商务,汽车及零配件",5.0,1.6094379124341005
1390,武汉-江岸区,2年经验,大专,民营公司,150-500人,"快速消费品(食品、饮料、化妆品),美容/保健",5.0,1.6094379124341005
1391,成都-锦江区,无工作经验,无学历要求,民营公司,500-1000人,金融/投资/证券,7.0,1.9459101490553128
1392,兰州,无工作经验,大专,民营公司,少于50人,互联网/电子商务,5.0,1.6094379124341005
1393,南京,无工作经验,本科,民营公司,少于50人,计算机软件,7.0,1.9459101490553128
1394,北京-石景山区,5-7年经验,大专,民营公司,50-150人,"计算机软件,互联网/电子商务",12.5,2.525728644308256
1395,广州-天河区,无工作经验,大专,合资,150-500人,"金融/投资/证券,专业服务(咨询、人力资源、财会)",7.5,2.0149030205422647
1396,深圳-福田区,3-4年经验,本科,民营公司,50-150人,金融/投资/证券,22.5,3.1135153092103742
1397,上海,无工作经验,无学历要求,合资,500-1000人,金融/投资/证券,17.5,2.862200880929469
1398,北京-海淀区,无工作经验,无学历要求,民营公司,150-500人,"互联网/电子商务,计算机硬件",11.5,2.4423470353692043
1399,成都-锦江区,无工作经验,本科,民营公司,少于50人,"专业服务(咨询、人力资源、财会),金融/投资/证券",6.0,1.791759469228055
1400,北京,2年经验,本科,民营公司,50-150人,计算机软件,20.0,2.995732273553991
1401,合肥-经开区,1年经验,硕士,民营公司,50-150人,"电子技术/半导体/集成电路,计算机软件",11.5,2.4423470353692043
1402,上海,无工作经验,无学历要求,创业公司,150-500人,互联网/电子商务,7.0,1.9459101490553128
1403,广州-越秀区,3-4年经验,本科,民营公司,150-500人,石油/化工/矿产/地质,17.5,2.862200880929469
1404,上海-长宁区,2年经验,大专,民营公司,150-500人,"批发/零售,贸易/进出口",12.5,2.525728644308256
1405,北京-西城区,3-4年经验,本科,国企,5000-10000人,农/林/牧/渔,12.5,2.525728644308256
1406,北京-顺义区,2年经验,本科,外资（欧美）,500-1000人,"汽车及零配件,电子技术/半导体/集成电路",12.0,2.4849066497880004
1407,东莞-南城区,无工作经验,无学历要求,民营公司,50-150人,"金融/投资/证券,互联网/电子商务",7.5,2.0149030205422647
1408,上海,无工作经验,大专,民营公司,150-500人,"互联网/电子商务,金融/投资/证券",12.5,2.525728644308256
1409,成都-武侯区,2年经验,大专,民营公司,1000-5000人,"互联网/电子商务,金融/投资/证券",9.0,2.19722457733622
1410,上海-杨浦区,2年经验,本科,民营公司,150-500人,"计算机服务(系统、数据服务、维修),金融/投资/证券",16.0,2.772588722239781
1411,天津-和平区,1年经验,本科,外资（欧美）,10000人以上,金融/投资/证券,9.0,2.19722457733622
1412,江门,无工作经验,本科,国企,500-1000人,通信/电信/网络设备,6.0,1.791759469228055
1413,连云港,1年经验,大专,民营公司,50-150人,贸易/进出口,4.5,1.5040773967762742
1414,重庆-渝北区,无工作经验,硕士,上市公司,1000-5000人,"金融/投资/证券,信托/担保/拍卖/典当",5.5,1.7047480922384253
1415,成都-锦江区,1年经验,硕士,国企,150-500人,影视/媒体/艺术/文化传播,11.666666666666668,2.456735772821304
1416,北京-海淀区,2年经验,本科,上市公司,10000人以上,"互联网/电子商务,广告",8.0,2.079441541679836
1417,上海-静安区,1年经验,大专,民营公司,500-1000人,房地产,9.0,2.19722457733622
1418,上海-普陀区,1年经验,本科,国企,500-1000人,"多元化业务集团公司,计算机服务(系统、数据服务、维修)",7.0,1.9459101490553128
1419,长沙,无工作经验,本科,国企,1000-5000人,汽车及零配件,7.0,1.9459101490553128
1420,北京-朝阳区,无工作经验,本科,国企,500-1000人,"计算机软件,互联网/电子商务",20.833333333333336,3.036554268074246
1421,上海-松江区,3-4年经验,本科,民营公司,50-150人,互联网/电子商务,11.5,2.4423470353692043
1422,上海-普陀区,无工作经验,本科,外资（欧美）,500-1000人,"金融/投资/证券,房地产",15.0,2.70805020110221
1423,北京,3-4年经验,无学历要求,外资（非欧美）,1000-5000人,计算机软件,22.5,3.1135153092103742
1424,杭州-西湖区,无工作经验,硕士,民营公司,150-500人,"互联网/电子商务,广告",8.0,2.079441541679836
1425,广州,2年经验,本科,民营公司,50-150人,"计算机软件,计算机服务(系统、数据服务、维修)",10.0,2.302585092994046
1426,上海-闵行区,3-4年经验,大专,民营公司,150-500人,"房地产,酒店/旅游",22.5,3.1135153092103742
1427,长沙,3-4年经验,本科,合资,1000-5000人,金融/投资/证券,12.5,2.525728644308256
1428,深圳-南山区,无工作经验,本科,民营公司,1000-5000人,"金融/投资/证券,互联网/电子商务",15.0,2.70805020110221
1429,上海-宝山区,2年经验,本科,民营公司,少于50人,计算机软件,9.0,2.19722457733622
1430,滨州,无工作经验,无学历要求,民营公司,50-150人,"通信/电信运营、增值服务,计算机软件",8.0,2.079441541679836
1431,武汉-江夏区,3-4年经验,本科,合资,10000人以上,"计算机软件,计算机服务(系统、数据服务、维修)",14.0,2.6390573296152584
1432,北京-海淀区,2年经验,大专,民营公司,少于50人,互联网/电子商务,60.0,4.0943445622221
1433,成都-高新区,2年经验,本科,创业公司,少于50人,"酒店/旅游,娱乐/休闲/体育",10.416666666666668,2.3434070875143007
1434,深圳-福田区,2年经验,本科,民营公司,150-500人,金融/投资/证券,12.5,2.525728644308256
1435,深圳,无工作经验,大专,民营公司,150-500人,"专业服务(咨询、人力资源、财会),互联网/电子商务",6.0,1.791759469228055
1436,广州-天河区,1年经验,高中,民营公司,150-500人,"金融/投资/证券,专业服务(咨询、人力资源、财会)",7.0,1.9459101490553128
1437,上海-浦东新区,2年经验,硕士,上市公司,1000-5000人,"计算机软件,计算机服务(系统、数据服务、维修)",19.0,2.9444389791664403
1438,郑州,3-4年经验,本科,民营公司,50-150人,计算机软件,7.0,1.9459101490553128
